Date,Open,High,Low,Close,Adj Close,Volume
2022-05-17,4270.000000,4520.000000,4270.000000,4450.000000,4187.359375,272650400
2022-05-18,4500.000000,4530.000000,4430.000000,4450.000000,4187.359375,129716500
2022-05-19,4350.000000,4460.000000,4300.000000,4440.000000,4177.949219,132614900
2022-05-20,4440.000000,4490.000000,4410.000000,4430.000000,4168.540039,122101000
2022-05-23,4410.000000,4440.000000,4320.000000,4330.000000,4074.441895,175709000
2022-05-24,4320.000000,4500.000000,4320.000000,4460.000000,4196.769531,165758600
2022-05-25,4430.000000,4450.000000,4350.000000,4350.000000,4093.261230,138961700
2022-05-27,4500.000000,4540.000000,4440.000000,4540.000000,4272.047363,209962100
2022-05-30,4540.000000,4540.000000,4390.000000,4430.000000,4168.540039,193724500
2022-05-31,4470.000000,4630.000000,4450.000000,4630.000000,4356.735840,379626500
2022-06-02,4540.000000,4600.000000,4480.000000,4480.000000,4215.588867,225697500
2022-06-03,4530.000000,4570.000000,4510.000000,4520.000000,4253.228027,117643300
2022-06-06,4470.000000,4510.000000,4400.000000,4430.000000,4168.540039,157277700
2022-06-07,4460.000000,4460.000000,4400.000000,4400.000000,4140.310059,133318000
2022-06-08,4400.000000,4470.000000,4380.000000,4470.000000,4206.178711,150604000
2022-06-09,4500.000000,4520.000000,4480.000000,4490.000000,4224.998535,161768800
2022-06-10,4470.000000,4470.000000,4360.000000,4400.000000,4140.310059,222410400
2022-06-13,4260.000000,4350.000000,4260.000000,4340.000000,4083.851807,164017200
2022-06-14,4300.000000,4410.000000,4300.000000,4360.000000,4102.671387,150381800
2022-06-15,4360.000000,4450.000000,4360.000000,4450.000000,4187.359375,160729900
2022-06-16,4420.000000,4530.000000,4410.000000,4430.000000,4168.540039,240023000
2022-06-17,4370.000000,4400.000000,4350.000000,4370.000000,4112.080566,185763100
2022-06-20,4400.000000,4410.000000,4340.000000,4400.000000,4140.310059,95058800
2022-06-21,4430.000000,4430.000000,4380.000000,4380.000000,4121.490723,103964600
2022-06-22,4410.000000,4410.000000,4310.000000,4320.000000,4065.031738,106208500
2022-06-23,4300.000000,4360.000000,4300.000000,4310.000000,4055.622314,127600700
2022-06-24,4320.000000,4350.000000,4310.000000,4340.000000,4083.851807,66083900
2022-06-27,4310.000000,4330.000000,4270.000000,4280.000000,4027.392822,152306100
2022-06-28,4320.000000,4330.000000,4280.000000,4300.000000,4046.212158,178535800
2022-06-29,4280.000000,4310.000000,4180.000000,4180.000000,3933.294678,228536100
2022-06-30,4120.000000,4220.000000,4120.000000,4150.000000,3905.065430,239939100
2022-07-01,4150.000000,4200.000000,4110.000000,4140.000000,3895.655762,154659500
2022-07-04,4090.000000,4120.000000,3960.000000,4040.000000,3801.557617,246853600
2022-07-05,4040.000000,4160.000000,4040.000000,4090.000000,3848.606689,180648400
2022-07-06,4050.000000,4100.000000,4020.000000,4080.000000,3839.197021,125309100
2022-07-07,4040.000000,4110.000000,4040.000000,4050.000000,3810.967529,172127500
2022-07-08,4090.000000,4200.000000,4050.000000,4200.000000,3952.114502,112914000
2022-07-11,4150.000000,4170.000000,4100.000000,4120.000000,3876.835938,80867700
2022-07-12,4120.000000,4140.000000,4100.000000,4110.000000,3867.426270,56085200
2022-07-13,4110.000000,4130.000000,4030.000000,4060.000000,3820.377197,165745200
2022-07-14,4010.000000,4090.000000,4010.000000,4070.000000,3829.786865,188729700
2022-07-15,4060.000000,4120.000000,4050.000000,4110.000000,3867.426270,91362800
2022-07-18,4110.000000,4140.000000,4080.000000,4140.000000,3895.655762,135284500
2022-07-19,4150.000000,4150.000000,4110.000000,4110.000000,3867.426270,122905900
2022-07-20,4180.000000,4300.000000,4160.000000,4300.000000,4046.212158,220223600
2022-07-21,4300.000000,4310.000000,4230.000000,4310.000000,4055.622314,130405400
2022-07-22,4330.000000,4330.000000,4270.000000,4270.000000,4017.982910,86561100
2022-07-25,4250.000000,4300.000000,4250.000000,4250.000000,3999.163574,60952800
2022-07-26,4270.000000,4350.000000,4260.000000,4330.000000,4074.441895,97709800
2022-07-27,4380.000000,4380.000000,4300.000000,4320.000000,4065.031738,88570800
2022-07-28,4340.000000,4400.000000,4340.000000,4360.000000,4102.671387,136421400
2022-07-29,4390.000000,4430.000000,4340.000000,4360.000000,4102.671387,228669400
2022-08-01,4390.000000,4410.000000,4330.000000,4360.000000,4102.671387,200791700
2022-08-02,4360.000000,4400.000000,4300.000000,4400.000000,4140.310059,173931000
2022-08-03,4410.000000,4420.000000,4350.000000,4380.000000,4121.490723,103412300
2022-08-04,4380.000000,4390.000000,4350.000000,4360.000000,4102.671387,120175700
2022-08-05,4360.000000,4400.000000,4320.000000,4360.000000,4102.671387,168879400
2022-08-08,4360.000000,4400.000000,4340.000000,4370.000000,4112.080566,107242600
2022-08-09,4400.000000,4470.000000,4390.000000,4410.000000,4149.720215,181747100
2022-08-10,4350.000000,4370.000000,4300.000000,4310.000000,4055.622314,205341100
2022-08-11,4380.000000,4410.000000,4340.000000,4350.000000,4093.261230,193329000
2022-08-12,4340.000000,4350.000000,4320.000000,4320.000000,4065.031738,103916700
2022-08-15,4330.000000,4350.000000,4300.000000,4300.000000,4046.212158,135099400
2022-08-16,4350.000000,4350.000000,4270.000000,4280.000000,4027.392822,205432400
2022-08-18,4330.000000,4340.000000,4310.000000,4330.000000,4074.441895,138795300
2022-08-19,4340.000000,4340.000000,4300.000000,4300.000000,4046.212158,84552100
2022-08-22,4320.000000,4330.000000,4270.000000,4270.000000,4017.982910,121124400
2022-08-23,4260.000000,4310.000000,4260.000000,4300.000000,4046.212158,107799500
2022-08-24,4300.000000,4330.000000,4280.000000,4290.000000,4036.802490,75055900
2022-08-25,4280.000000,4300.000000,4270.000000,4270.000000,4017.982910,117653800
2022-08-26,4280.000000,4290.000000,4270.000000,4270.000000,4017.982910,87375200
2022-08-29,4250.000000,4270.000000,4220.000000,4250.000000,3999.163574,88409800
2022-08-30,4250.000000,4300.000000,4250.000000,4260.000000,4008.573242,157219500
2022-08-31,4250.000000,4350.000000,4240.000000,4340.000000,4083.851807,191475700
2022-09-01,4320.000000,4390.000000,4310.000000,4390.000000,4130.900879,139929300
2022-09-02,4410.000000,4450.000000,4380.000000,4450.000000,4187.359375,220616600
2022-09-05,4430.000000,4600.000000,4420.000000,4590.000000,4319.096191,261126600
2022-09-06,4670.000000,4690.000000,4550.000000,4560.000000,4290.867188,188042700
2022-09-07,4510.000000,4550.000000,4460.000000,4460.000000,4196.769531,231936700
2022-09-08,4480.000000,4620.000000,4480.000000,4600.000000,4328.506348,250373200
2022-09-09,4640.000000,4640.000000,4570.000000,4610.000000,4337.916016,119286700
2022-09-12,4610.000000,4630.000000,4560.000000,4560.000000,4290.867188,97988000
2022-09-13,4560.000000,4640.000000,4560.000000,4580.000000,4309.687012,141828800
2022-09-14,4520.000000,4610.000000,4510.000000,4580.000000,4309.687012,149960600
2022-09-15,4600.000000,4700.000000,4590.000000,4610.000000,4337.916016,295664100
2022-09-16,4610.000000,4620.000000,4500.000000,4500.000000,4234.408203,282492200
2022-09-19,4520.000000,4600.000000,4500.000000,4570.000000,4300.276855,134432000
2022-09-20,4570.000000,4600.000000,4490.000000,4490.000000,4224.998535,138695500
2022-09-21,4490.000000,4550.000000,4470.000000,4550.000000,4281.457520,159976900
2022-09-22,4500.000000,4580.000000,4500.000000,4560.000000,4290.867188,100425300
2022-09-23,4540.000000,4560.000000,4480.000000,4480.000000,4215.588867,139074000
2022-09-26,4480.000000,4540.000000,4410.000000,4540.000000,4272.047363,280747500
2022-09-27,4500.000000,4550.000000,4480.000000,4530.000000,4262.637695,213704600
2022-09-28,4510.000000,4560.000000,4480.000000,4520.000000,4253.228027,161815300
2022-09-29,4520.000000,4540.000000,4460.000000,4480.000000,4215.588867,169368600
2022-09-30,4450.000000,4510.000000,4410.000000,4490.000000,4224.998535,224229200
2022-10-03,4500.000000,4550.000000,4480.000000,4530.000000,4262.637695,159559600
2022-10-04,4560.000000,4650.000000,4560.000000,4640.000000,4366.145508,256367100
2022-10-05,4660.000000,4660.000000,4540.000000,4540.000000,4272.047363,182246200
2022-10-06,4540.000000,4570.000000,4510.000000,4510.000000,4243.818359,123346200
2022-10-07,4480.000000,4490.000000,4430.000000,4440.000000,4177.949219,133678600
2022-10-10,4420.000000,4430.000000,4340.000000,4370.000000,4112.080566,193923600
2022-10-11,4390.000000,4430.000000,4370.000000,4430.000000,4168.540039,133742200
2022-10-12,4470.000000,4470.000000,4400.000000,4400.000000,4140.310059,128741800
2022-10-13,4390.000000,4420.000000,4350.000000,4350.000000,4093.261230,104269900
2022-10-14,4380.000000,4390.000000,4270.000000,4270.000000,4017.982910,180841100
2022-10-17,4270.000000,4320.000000,4260.000000,4300.000000,4046.212158,145506000
2022-10-18,4280.000000,4340.000000,4280.000000,4290.000000,4036.802490,161444100
2022-10-19,4280.000000,4340.000000,4280.000000,4300.000000,4046.212158,81682300
2022-10-20,4280.000000,4400.000000,4280.000000,4390.000000,4130.900879,149521700
2022-10-21,4360.000000,4460.000000,4360.000000,4430.000000,4168.540039,165052200
2022-10-24,4430.000000,4540.000000,4430.000000,4500.000000,4234.408203,186997700
2022-10-25,4560.000000,4610.000000,4550.000000,4590.000000,4319.096191,233948800
2022-10-26,4600.000000,4610.000000,4500.000000,4530.000000,4262.637695,178298500
2022-10-27,4550.000000,4600.000000,4530.000000,4600.000000,4328.506348,131385300
2022-10-28,4600.000000,4630.000000,4560.000000,4630.000000,4356.735840,227256400
2022-10-31,4630.000000,4680.000000,4630.000000,4650.000000,4375.555176,275184000
2022-11-01,4690.000000,4700.000000,4630.000000,4660.000000,4384.964844,230590200
2022-11-02,4680.000000,4680.000000,4570.000000,4610.000000,4337.916016,163816900
2022-11-03,4630.000000,4660.000000,4590.000000,4650.000000,4375.555176,174423000
2022-11-04,4650.000000,4660.000000,4610.000000,4650.000000,4375.555176,85292300
2022-11-07,4650.000000,4690.000000,4610.000000,4690.000000,4413.194336,112070500
2022-11-08,4690.000000,4690.000000,4610.000000,4620.000000,4347.325684,80916300
2022-11-09,4600.000000,4650.000000,4600.000000,4650.000000,4375.555176,126493900
2022-11-10,4560.000000,4580.000000,4520.000000,4530.000000,4262.637695,196277400
2022-11-11,4620.000000,4650.000000,4590.000000,4650.000000,4375.555176,153238500
2022-11-14,4620.000000,4640.000000,4550.000000,4580.000000,4309.687012,140187600
2022-11-15,4580.000000,4610.000000,4560.000000,4580.000000,4309.687012,87986300
2022-11-16,4590.000000,4610.000000,4490.000000,4520.000000,4253.228027,245789200
2022-11-17,4520.000000,4670.000000,4500.000000,4670.000000,4394.375000,214514600
2022-11-18,4670.000000,4680.000000,4610.000000,4610.000000,4337.916016,105313200
2022-11-21,4620.000000,4630.000000,4560.000000,4590.000000,4319.096191,82279300
2022-11-22,4570.000000,4670.000000,4570.000000,4590.000000,4319.096191,154866000
2022-11-23,4640.000000,4670.000000,4630.000000,4670.000000,4394.375000,147280600
2022-11-24,4700.000000,4740.000000,4670.000000,4720.000000,4441.423828,156735700
2022-11-25,4700.000000,4750.000000,4690.000000,4750.000000,4469.653320,177861100
2022-11-28,4730.000000,4830.000000,4730.000000,4820.000000,4535.521973,214611600
2022-11-29,4820.000000,4860.000000,4790.000000,4850.000000,4563.751465,184916300
2022-11-30,4810.000000,4980.000000,4800.000000,4980.000000,4686.078613,560639800
2022-12-01,5000.000000,5025.000000,4900.000000,4940.000000,4648.439453,267382600
2022-12-02,4900.000000,4930.000000,4860.000000,4890.000000,4601.390137,199981400
2022-12-05,4910.000000,4930.000000,4860.000000,4890.000000,4601.390137,88463000
2022-12-06,4860.000000,4890.000000,4800.000000,4860.000000,4573.160645,151325300
2022-12-07,4840.000000,4840.000000,4740.000000,4760.000000,4479.062988,253330100
2022-12-08,4760.000000,4840.000000,4710.000000,4840.000000,4554.341309,154313900
2022-12-09,4830.000000,4840.000000,4760.000000,4800.000000,4516.702148,203573100
2022-12-12,4800.000000,4850.000000,4760.000000,4850.000000,4563.751465,139582400
2022-12-13,4870.000000,4980.000000,4840.000000,4970.000000,4676.668945,194233200
2022-12-14,5000.000000,5000.000000,4870.000000,4980.000000,4686.078613,201275800
2022-12-15,4900.000000,4940.000000,4880.000000,4910.000000,4620.209961,170702300
2022-12-16,4820.000000,4980.000000,4820.000000,4980.000000,4686.078613,594601900
2022-12-19,4970.000000,4980.000000,4920.000000,4970.000000,4676.668945,82959800
2022-12-20,4930.000000,4970.000000,4890.000000,4910.000000,4620.209961,78671600
2022-12-21,4910.000000,4940.000000,4870.000000,4890.000000,4601.390137,71277800
2022-12-22,4910.000000,4970.000000,4900.000000,4960.000000,4667.258789,87321400
2022-12-23,4920.000000,4940.000000,4880.000000,4880.000000,4591.980469,53350600
2022-12-26,4900.000000,4930.000000,4890.000000,4930.000000,4639.029297,43581100
2022-12-27,4930.000000,4950.000000,4860.000000,4870.000000,4582.570801,74123800
2022-12-28,4870.000000,4880.000000,4810.000000,4820.000000,4535.521973,117912500
2022-12-29,4820.000000,4870.000000,4800.000000,4870.000000,4582.570801,106690700
2022-12-30,4870.000000,4950.000000,4870.000000,4940.000000,4648.439453,182091500
2023-01-02,4910.000000,4920.000000,4820.000000,4870.000000,4582.570801,100200100
2023-01-03,4830.000000,4900.000000,4830.000000,4850.000000,4563.751465,95136500
2023-01-04,4850.000000,4850.000000,4770.000000,4770.000000,4488.472656,188071000
2023-01-05,4750.000000,4760.000000,4570.000000,4640.000000,4366.145508,292142000
2023-01-06,4550.000000,4640.000000,4550.000000,4620.000000,4347.325684,175932000
2023-01-09,4580.000000,4640.000000,4550.000000,4590.000000,4319.096191,166164900
2023-01-10,4550.000000,4570.000000,4410.000000,4430.000000,4220.957031,282510000
2023-01-11,4410.000000,4430.000000,4360.000000,4380.000000,4173.316406,211610100
2023-01-12,4480.000000,4520.000000,4410.000000,4500.000000,4287.653809,210887800
2023-01-13,4510.000000,4530.000000,4420.000000,4480.000000,4268.597656,134592100
2023-01-16,4430.000000,4530.000000,4420.000000,4520.000000,4306.709961,172170900
2023-01-17,4520.000000,4580.000000,4510.000000,4560.000000,4344.822754,150577400
2023-01-18,4560.000000,4620.000000,4560.000000,4600.000000,4382.935059,178026000
2023-01-19,4590.000000,4630.000000,4580.000000,4610.000000,4392.462891,117204100
2023-01-20,4630.000000,4670.000000,4620.000000,4650.000000,4430.575684,116038300
2023-01-24,4660.000000,4680.000000,4590.000000,4620.000000,4401.991211,81964700
2023-01-25,4620.000000,4620.000000,4550.000000,4560.000000,4344.822754,84009300
2023-01-26,4560.000000,4620.000000,4550.000000,4590.000000,4373.406738,113840400
2023-01-27,4600.000000,4680.000000,4600.000000,4640.000000,4421.047363,178282600
2023-01-30,4650.000000,4680.000000,4570.000000,4610.000000,4392.462891,185972400
2023-01-31,4610.000000,4620.000000,4570.000000,4580.000000,4363.878906,280039200
2023-02-01,4630.000000,4690.000000,4620.000000,4680.000000,4459.160156,181849300
2023-02-02,4650.000000,4680.000000,4600.000000,4600.000000,4382.935059,145413400
2023-02-03,4650.000000,4780.000000,4630.000000,4750.000000,4525.856934,198479900
2023-02-06,4780.000000,4810.000000,4680.000000,4740.000000,4516.328613,141366300
2023-02-07,4740.000000,4790.000000,4720.000000,4750.000000,4525.856934,140923100
2023-02-08,4710.000000,4790.000000,4710.000000,4790.000000,4563.969238,168599500
2023-02-09,4790.000000,4840.000000,4770.000000,4810.000000,4583.025391,177400700
2023-02-10,4840.000000,4880.000000,4770.000000,4860.000000,4630.666016,181146600
2023-02-13,4900.000000,4900.000000,4800.000000,4800.000000,4573.497559,144569400
2023-02-14,4820.000000,4870.000000,4810.000000,4870.000000,4640.194336,120995200
2023-02-15,4890.000000,4890.000000,4810.000000,4870.000000,4640.194336,84568100
2023-02-16,4890.000000,4890.000000,4850.000000,4870.000000,4640.194336,69966200
2023-02-17,4890.000000,4890.000000,4830.000000,4880.000000,4649.722168,104019300
2023-02-20,4900.000000,4900.000000,4840.000000,4880.000000,4649.722168,88432500
2023-02-21,4880.000000,4880.000000,4820.000000,4820.000000,4592.553711,59319100
2023-02-22,4790.000000,4810.000000,4730.000000,4760.000000,4535.384766,107327900
2023-02-23,4810.000000,4810.000000,4730.000000,4800.000000,4573.497559,139144500
2023-02-24,4800.000000,4840.000000,4760.000000,4760.000000,4535.384766,46409300
2023-02-27,4780.000000,4810.000000,4760.000000,4810.000000,4583.025391,89918800
2023-02-28,4760.000000,4790.000000,4670.000000,4670.000000,4449.631836,273125500
2023-03-01,4730.000000,4750.000000,4700.000000,4720.000000,4497.272461,115578600
2023-03-02,4750.000000,4780.000000,4720.000000,4780.000000,4554.440918,59377900
2023-03-03,4800.000000,4800.000000,4730.000000,4760.000000,4535.384766,84777000
2023-03-06,4790.000000,4800.000000,4780.000000,4790.000000,4563.969238,78292000
2023-03-07,4770.000000,4850.000000,4770.000000,4840.000000,4611.609863,111953700
2023-03-08,4850.000000,4850.000000,4820.000000,4840.000000,4611.609863,125766100
2023-03-09,4860.000000,4870.000000,4810.000000,4810.000000,4583.025391,79549800
2023-03-10,4820.000000,4830.000000,4800.000000,4820.000000,4592.553711,125140500
2023-03-13,4810.000000,4870.000000,4770.000000,4830.000000,4602.081543,106769300
2023-03-14,4770.000000,4790.000000,4690.000000,4710.000000,4487.744141,192444400
2023-03-15,4760.000000,4770.000000,4700.000000,4700.000000,4478.216309,107761200
2023-03-16,4700.000000,4750.000000,4640.000000,4730.000000,4506.800781,155984500
2023-03-17,4770.000000,4900.000000,4750.000000,4900.000000,4668.778809,267753300
2023-03-20,4840.000000,4880.000000,4820.000000,4880.000000,4649.722168,113829400
2023-03-21,4870.000000,4920.000000,4840.000000,4900.000000,4668.778809,214639300
2023-03-24,4750.000000,4820.000000,4720.000000,4770.000000,4770.000000,266103900
2023-03-27,4750.000000,4790.000000,4720.000000,4740.000000,4740.000000,144925200
2023-03-28,4740.000000,4780.000000,4740.000000,4770.000000,4770.000000,105217100
2023-03-29,4800.000000,4820.000000,4770.000000,4810.000000,4810.000000,141800500
2023-03-30,4810.000000,4810.000000,4740.000000,4750.000000,4750.000000,98847200
2023-03-31,4730.000000,4750.000000,4710.000000,4730.000000,4730.000000,161561800
2023-04-03,4770.000000,4800.000000,4760.000000,4800.000000,4800.000000,133511700
2023-04-04,4800.000000,4820.000000,4760.000000,4820.000000,4820.000000,88097800
2023-04-05,4810.000000,4880.000000,4800.000000,4830.000000,4830.000000,119316500
2023-04-06,4860.000000,4860.000000,4820.000000,4840.000000,4840.000000,88012300
2023-04-10,4860.000000,4860.000000,4820.000000,4860.000000,4860.000000,58886800
2023-04-11,4860.000000,4890.000000,4830.000000,4880.000000,4880.000000,67275600
2023-04-12,4950.000000,4950.000000,4890.000000,4930.000000,4930.000000,194839900
2023-04-13,4950.000000,5000.000000,4930.000000,4980.000000,4980.000000,141279800
2023-04-14,5050.000000,5100.000000,5000.000000,5075.000000,5075.000000,190097200
2023-04-17,5075.000000,5075.000000,4960.000000,4990.000000,4990.000000,121231300
2023-04-18,4990.000000,5025.000000,4950.000000,4950.000000,4950.000000,95747700
2023-04-26,5150.000000,5150.000000,4930.000000,5025.000000,5025.000000,273336000
2023-04-27,4990.000000,5150.000000,4990.000000,5150.000000,5150.000000,125947200
2023-04-28,5175.000000,5275.000000,5100.000000,5100.000000,5100.000000,251912000
2023-05-02,5175.000000,5175.000000,5050.000000,5150.000000,5150.000000,84246100
2023-05-03,5225.000000,5225.000000,5050.000000,5100.000000,5100.000000,183524700
2023-05-04,5150.000000,5175.000000,5075.000000,5150.000000,5150.000000,140482000
2023-05-05,5225.000000,5250.000000,5125.000000,5225.000000,5225.000000,182599600
2023-05-08,5250.000000,5250.000000,5050.000000,5100.000000,5100.000000,107804200
2023-05-09,5050.000000,5125.000000,5025.000000,5125.000000,5125.000000,102987300
2023-05-10,5075.000000,5150.000000,5050.000000,5150.000000,5150.000000,108369600
2023-05-11,5175.000000,5175.000000,5100.000000,5150.000000,5150.000000,85618800
2023-05-12,5100.000000,5175.000000,5100.000000,5150.000000,5150.000000,92625800
2023-05-15,5150.000000,5175.000000,5025.000000,5150.000000,5150.000000,163732600
2023-05-16,5175.000000,5200.000000,5100.000000,5200.000000,5200.000000,73611200
2023-05-17,5250.000000,5250.000000,5175.000000,5200.000000,5200.000000,115834500
2023-05-19,5225.000000,5450.000000,5200.000000,5400.000000,5400.000000,185672200
2023-05-22,5300.000000,5500.000000,5300.000000,5425.000000,5425.000000,162655900
2023-05-23,5475.000000,5600.000000,5475.000000,5500.000000,5500.000000,255251600
2023-05-24,5525.000000,5600.000000,5450.000000,5600.000000,5600.000000,187436100
2023-05-25,5500.000000,5575.000000,5450.000000,5475.000000,5475.000000,224391900
2023-05-26,5425.000000,5600.000000,5425.000000,5600.000000,5600.000000,154003100
2023-05-29,5600.000000,5625.000000,5475.000000,5550.000000,5550.000000,125049100
2023-05-30,5500.000000,5600.000000,5500.000000,5500.000000,5500.000000,67363200
2023-05-31,5575.000000,5575.000000,5375.000000,5575.000000,5575.000000,898453700
2023-06-05,5600.000000,5600.000000,5425.000000,5425.000000,5425.000000,255472600
2023-06-06,5400.000000,5500.000000,5350.000000,5450.000000,5450.000000,92019300
2023-06-07,5475.000000,5475.000000,5350.000000,5400.000000,5400.000000,150377000
2023-06-08,5375.000000,5475.000000,5350.000000,5475.000000,5475.000000,92794100
2023-06-09,5425.000000,5450.000000,5375.000000,5425.000000,5425.000000,77251000
2023-06-12,5400.000000,5400.000000,5375.000000,5400.000000,5400.000000,92314200
2023-06-13,5400.000000,5550.000000,5400.000000,5550.000000,5550.000000,108831400
2023-06-14,5575.000000,5575.000000,5475.000000,5550.000000,5550.000000,79137600
2023-06-15,5475.000000,5525.000000,5450.000000,5525.000000,5525.000000,74388400
2023-06-16,5475.000000,5550.000000,5400.000000,5550.000000,5550.000000,189062600
2023-06-19,5500.000000,5525.000000,5450.000000,5525.000000,5525.000000,55144200
2023-06-20,5475.000000,5550.000000,5475.000000,5550.000000,5550.000000,102926800
2023-06-21,5500.000000,5575.000000,5500.000000,5575.000000,5575.000000,84605400
2023-06-22,5550.000000,5600.000000,5475.000000,5475.000000,5475.000000,94143200
2023-06-23,5425.000000,5475.000000,5400.000000,5400.000000,5400.000000,123350300
2023-06-26,5425.000000,5475.000000,5375.000000,5450.000000,5450.000000,85472100
2023-06-27,5450.000000,5500.000000,5425.000000,5425.000000,5425.000000,110716500
2023-07-03,5500.000000,5550.000000,5450.000000,5475.000000,5475.000000,168559800
2023-07-04,5500.000000,5500.000000,5425.000000,5450.000000,5450.000000,94462600
2023-07-05,5400.000000,5450.000000,5400.000000,5450.000000,5450.000000,109632800
2023-07-06,5450.000000,5475.000000,5400.000000,5425.000000,5425.000000,109446200
2023-07-07,5400.000000,5425.000000,5375.000000,5375.000000,5375.000000,114043800
2023-07-10,5425.000000,5500.000000,5400.000000,5400.000000,5400.000000,78972100
2023-07-11,5375.000000,5450.000000,5375.000000,5425.000000,5425.000000,122094700
2023-07-12,5450.000000,5475.000000,5425.000000,5450.000000,5450.000000,104993700
2023-07-13,5425.000000,5475.000000,5425.000000,5450.000000,5450.000000,134905700
2023-07-14,5450.000000,5525.000000,5425.000000,5525.000000,5525.000000,127814200
2023-07-17,5550.000000,5625.000000,5525.000000,5575.000000,5575.000000,166951300
2023-07-18,5625.000000,5700.000000,5600.000000,5625.000000,5625.000000,120810300
2023-07-20,5575.000000,5650.000000,5550.000000,5625.000000,5625.000000,111117300
2023-07-21,5600.000000,5625.000000,5575.000000,5625.000000,5625.000000,63094600
2023-07-24,5600.000000,5650.000000,5600.000000,5600.000000,5600.000000,62962500
2023-07-25,5625.000000,5700.000000,5625.000000,5650.000000,5650.000000,111248100
2023-07-26,5700.000000,5700.000000,5650.000000,5675.000000,5675.000000,76200300
2023-07-27,5675.000000,5750.000000,5650.000000,5650.000000,5650.000000,109859200
2023-07-28,5625.000000,5700.000000,5625.000000,5700.000000,5700.000000,74036700
2023-07-31,5700.000000,5700.000000,5650.000000,5650.000000,5650.000000,186727400
2023-08-01,5650.000000,5750.000000,5650.000000,5700.000000,5700.000000,100137500
2023-08-02,5650.000000,5725.000000,5650.000000,5700.000000,5700.000000,90611300
2023-08-03,5675.000000,5750.000000,5650.000000,5700.000000,5700.000000,82775000
2023-08-04,5700.000000,5725.000000,5575.000000,5575.000000,5575.000000,150738500
2023-08-07,5600.000000,5725.000000,5575.000000,5700.000000,5700.000000,88104900
2023-08-08,5700.000000,5750.000000,5600.000000,5625.000000,5625.000000,89189600
2023-08-09,5650.000000,5725.000000,5625.000000,5700.000000,5700.000000,91930000
2023-08-10,5675.000000,5725.000000,5675.000000,5700.000000,5700.000000,85474200
2023-08-11,5675.000000,5700.000000,5650.000000,5650.000000,5650.000000,74321000
2023-08-14,5650.000000,5675.000000,5575.000000,5650.000000,5650.000000,127358400
2023-08-15,5650.000000,5675.000000,5575.000000,5575.000000,5575.000000,89597300
2023-08-16,5550.000000,5575.000000,5450.000000,5525.000000,5525.000000,188191900
2023-08-18,5500.000000,5600.000000,5500.000000,5575.000000,5575.000000,121561200
2023-08-21,5550.000000,5575.000000,5500.000000,5500.000000,5500.000000,91640000
2023-08-22,5500.000000,5625.000000,5500.000000,5575.000000,5575.000000,101221500
2023-08-23,5600.000000,5625.000000,5575.000000,5600.000000,5600.000000,78686900
2023-08-24,5625.000000,5625.000000,5550.000000,5550.000000,5550.000000,74407500
2023-08-25,5550.000000,5600.000000,5525.000000,5600.000000,5600.000000,65096500
2023-08-28,5600.000000,5625.000000,5550.000000,5550.000000,5550.000000,37126600
2023-08-29,5525.000000,5600.000000,5525.000000,5600.000000,5600.000000,57547200
2023-08-30,5600.000000,5600.000000,5500.000000,5525.000000,5525.000000,171282700
2023-08-31,5525.000000,5550.000000,5475.000000,5550.000000,5550.000000,175088200
2023-09-01,5600.000000,5600.000000,5525.000000,5575.000000,5575.000000,87366100
2023-09-04,5600.000000,5625.000000,5575.000000,5625.000000,5625.000000,43898200
2023-09-05,5625.000000,5650.000000,5600.000000,5625.000000,5625.000000,72464300
2023-09-06,5625.000000,5650.000000,5575.000000,5575.000000,5575.000000,106367800
2023-09-07,5525.000000,5550.000000,5450.000000,5450.000000,5450.000000,157998600
2023-09-08,5425.000000,5450.000000,5300.000000,5350.000000,5350.000000,243324500
2023-09-11,5350.000000,5425.000000,5300.000000,5425.000000,5425.000000,80474100
2023-09-12,5450.000000,5475.000000,5375.000000,5375.000000,5375.000000,121654400
2023-09-13,5350.000000,5425.000000,5350.000000,5400.000000,5400.000000,59408000
2023-09-14,5325.000000,5425.000000,5325.000000,5425.000000,5425.000000,76831700
2023-09-15,5400.000000,5450.000000,5375.000000,5375.000000,5375.000000,141455400
2023-09-18,5350.000000,5400.000000,5300.000000,5325.000000,5325.000000,61329000
2023-09-19,5325.000000,5375.000000,5300.000000,5375.000000,5375.000000,50612700
2023-09-20,5350.000000,5450.000000,5350.000000,5375.000000,5375.000000,98710100
2023-09-21,5425.000000,5425.000000,5350.000000,5350.000000,5350.000000,68584900
2023-09-22,5350.000000,5425.000000,5350.000000,5350.000000,5350.000000,83184100
2023-09-25,5325.000000,5350.000000,5200.000000,5300.000000,5300.000000,120196700
2023-09-26,5250.000000,5275.000000,5200.000000,5200.000000,5200.000000,180280600
2023-09-27,5175.000000,5300.000000,5175.000000,5225.000000,5225.000000,119774700
2023-09-29,5300.000000,5325.000000,5225.000000,5225.000000,5225.000000,140331100
2023-10-02,5250.000000,5300.000000,5250.000000,5250.000000,5250.000000,81674600
2023-10-03,5250.000000,5300.000000,5250.000000,5275.000000,5275.000000,54462700
2023-10-04,5250.000000,5275.000000,5200.000000,5250.000000,5250.000000,121445000
